occurrenceID	rightsHolder	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordedBy	Source	Date	yearMeasurement	Sex	lifeStage	Department	Municipality	ParamoComplex	Locality	Elevation	decimalLatitude	decimalLongitude	Order	Family	Species	Weight	totalCulmen	exposedCulmen	billDepth	billWidth	gape	wingArea	wingLength	distPrimarySecondary	tailLength	tailShape	Tarsus	Hallux	halluxClaw	Wingspan	Weight_Dunning2008
	IAVH	Preserved specimen	ICN	ICN-MHN	457	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Adult	Cundinamarca	Guatavita		Cundinamarca: Guatavita: Paramo de Guasca	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	NA	37.59	13.89	11.98	12.99	NA	198	30.66	68.2	11.3	NA	10.35	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	456	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Adult	Cundinamarca	Guatavita		Cundinamarca: Guatavita: Paramo de Guasca	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	NA	39.87	13.85	11.19	11.05	NA	208	28.99	68.25	20.79	29.24	11.22	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	454	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Boyaca	Aquitania		Boyaca: Aquitania: Lagunga de Tota	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	NA	37.95	13.69	13.58	14.6	NA	208	42.17	84.6	36.66	30.32	10.28	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	462	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Immature	Narino	Cumbal		Narino: Cumbal	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	51.55	39.89	12.1	12.63	11.82	NA	200	33.4	72.94	22	32.34	10.65	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	458	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cundinamarca	Bogota. D.C.		"Cundinamarca: Bogota. D.C.: Al Norte de Sumapaz, Lagunas del Chisacal"	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	NA	39.91	15.17	15.32	15.34	NA	215	49.31	83.75	36.9	31.75	10.03	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-7751	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Caldas	Villa Maria		Caldas: Villa Maria: Sector Bajo del Nevado del Cisne (Romerales). N Occidental	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	51.64	42.13	13.84	14.37	NA	NA	234	54.53	78.89	24.34	NA	NA	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-7751	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Caldas	Villa Maria		Caldas: Villa Maria: Sector Bajo del Nevado del Cisne (Romerales). N Occidental	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	51.64	42.13	13.84	14.37	NA	NA	234	54.53	78.89	24.34	NA	NA	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	464	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Narino	Cumbal		Narino: Cumbal	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	NA	42.52	14.02	13.7	13.08	NA	225	42.77	80.54	35.95	34.55	13.36	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	455	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Adult	Boyaca	Aquitania		Boyaca: Aquitania: Lagunga de Tota	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	61.4	40.9	14.07	14.86	12.49	NA	210	23.75	76.25	22.74	32.11	8.05	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	467	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Adult	Cauca	Purace		Cauca: Purace: Laguna de San Rafael	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	53.87	40.47	13.43	14.57	14.27	NA	208	40.63	81.69	24.38	33.94	13.41	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	468	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cauca	Purace		Cauca: Purace: Laguna de San Rafael	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	55.94	42.82	12.23	12.61	11.78	NA	208	47.37	77.1	28.83	32.12	12.34	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	460	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cundinamarca	Guasca		Cundinamarca: Guasca: Lagunas de Siecha	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	52.94	39.15	13.25	14.49	14.11	NA	210	39.86	82.53	32.62	32.03	11.7	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	453	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Adult	Boyaca	Aquitania		Boyaca: Aquitania: Lagunga de Tota	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	58.4	40.25	13.35	13.87	13.49	NA	222	30.53	80.7	31	31.46	10.35	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	465	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Narino	Cumbal		Narino: Cumbal	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	54.89	39.69	15.32	14.36	12.94	NA	217	24.61	91.56	35.6	31.98	10.71	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	463	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Narino	Cumbal		Narino: Cumbal	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	53.78	40.37	12.46	14.33	12.73	NA	218	48.56	87.04	26.16	31.5	12.81	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	466	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cauca	Purace		Cauca: Purace: Laguna de San Rafael	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	52.67	42.53	13.27	14.7	12.65	NA	230	32.08	82.59	34.65	31.8	11.59	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	470	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cauca	Purace		Cauca: Purace: Laguna de San Rafael	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	53.94	43.25	12.89	14.14	14.48	NA	227	47.61	89.55	22.84	32.87	10.34	NA	NA	NA
	IAVH	Preserved specimen	UNICAUCA	MHN-UC	AV-000076	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Cauca	Purace		Cauca: Purace	NA	2.56	-76.4425	Anseriformes	Anatidae	Anas andium	NA	51.24	43.34	14.1	15.82	12.71	NA	234	30.61	91.26	38.33	32.97	11.27	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	471	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cauca	Purace		Cauca: Purace: Laguna de San Rafael	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	59.45	43.21	13.97	14.83	13.78	NA	232	38.57	88.52	36.24	33.04	11.92	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	469	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Huila	La Plata		Huila: La Plata	NA	NA	NA	Anseriformes	Anatidae	Anas andium	NA	58.82	42.21	13.7	15.47	14.57	NA	231	36.2	91.42	37.94	31.08	13.49	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-5957	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Los Cocos	NA	NA	NA	Anseriformes	Anatidae	Anas bahamensis	NA	56.05	43.14	14.01	17.37	NA	NA	213	21.61	116.01	46.1	NA	NA	NA	NA	518.5
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-241	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Km 17 carretera Barranquilla-Cienaga	NA	NA	NA	Anseriformes	Anatidae	Anas bahamensis	NA	50.45	40.51	15.66	14.9	NA	NA	215	51.83	81.36	28.76	39.63	11.11	NA	NA	518.5
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-25	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Onaca. Km 15 carretera Barranquilla-Cienaga	NA	NA	NA	Anseriformes	Anatidae	Anas bahamensis	NA	58.45	41.57	13.63	16.06	NA	NA	209	59.22	82.76	24.5	35.4	9.87	NA	NA	518.5
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-1299	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Via Parque Isla de Salamanca	NA	NA	NA	Anseriformes	Anatidae	Anas clypeata	NA	78.92	64.8	19.6	16.5	NA	NA	233	74.64	96.5	8.95	40.16	11.29	NA	NA	613
	IAVH	Preserved specimen	ITM	CSJ	CSJ-a 1356	"Alejandro Pinto, Diego Cueva"	Museum		2014	Female	Not registered	Cordoba	Momil		Cordoba: Momil	NA	9.2544	-75.6829	Anseriformes	Anatidae	Anas cyanoptera	NA	46.41	39.21	13.95	14.66	13.4	NA	NA	17.17	58.67	13.47	29.5	7.91	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	446	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Adult	Valle del Cauca	Zarzal		Valle del Cauca: Zarzal: La Paila	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	51.86	42.71	14.09	14.88	11.96	NA	160	17.01	59.7	NA	29.11	7.46	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	447	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cauca	Santander De Quilichao		Cauca: Santander De Quilichao	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	53.36	42.14	14.57	16.13	13.78	NA	175	11.68	61.55	NA	30	8.06	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	445	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Valle del Cauca	Cali		Valle del Cauca: Cali	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	52.11	40.37	14.42	15.08	12.39	NA	174	15.85	64.25	NA	29.48	8.93	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	449	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Valle del Cauca	Zarzal		Valle del Cauca: Zarzal: La Paila	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	54.57	41.45	15.39	15.21	13.48	NA	178	19.85	60.43	NA	29.57	7.4	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	448	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cauca	Santander De Quilichao		Cauca: Santander De Quilichao	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	54.96	41.54	13.88	16.46	13.01	NA	176	27.25	57.7	NA	28.77	9.51	NA	NA	377.5
	IAVH	Preserved specimen	ITM	CSJ	CSJ-a 1357	"Alejandro Pinto, Diego Cueva"	Museum		2014	Not registered	Not registered	Cordoba	Monteria		Cordoba: Monteria	NA	8.7581	-75.883	Anseriformes	Anatidae	Anas cyanoptera	NA	48.25	40.27	14.35	14.34	12.37	NA	182	20.65	60.54	9.62	28.21	9.06	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	436	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cundinamarca	Bogota. D.C.		Cundinamarca: Bogota. D.C.	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	NA	42.43	14.9	16.39	15.06	NA	191	24.78	73.34	24.88	28.39	8.93	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	432	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Putumayo	Sibundoy		Putumayo: Sibundoy	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	NA	39.9	13.74	15.07	12.57	NA	190	55.03	64.24	13.71	28.19	10.16	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	426	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Putumayo	Sibundoy		Putumayo: Sibundoy	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	NA	47.22	14.8	15.78	15.58	NA	200	44.02	54.43	11.2	29.51	10.23	NA	NA	377.5
	IAVH	Preserved specimen	U-Valle	CVA-UV	4713	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Valle del Cauca	Buga		Valle del Cauca: Buga: Chambimbal Laguna	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	54.62	44.93	14.43	16.07	14.1	NA	177	NA	66.12	18.94	30.15	9.52	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	444	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Valle del Cauca	El Cerrito		Valle del Cauca: El Cerrito: Vijes	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	54.66	44.08	14.01	16	13.33	NA	178	23.43	61.19	NA	32.66	10.17	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	431	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Putumayo	Sibundoy		Putumayo: Sibundoy	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	NA	45.27	13.93	16.9	15.12	NA	194	43.81	61.97	17.13	31.01	9.16	NA	NA	377.5
	IAVH	Preserved specimen	U-Valle	CVA-UV	4711	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Valle del Cauca	Buga		Valle del Cauca: Buga: Chambimbal Laguna	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	50.93	42.24	13.34	16.83	14.41	NA	182	20.65	65.84	18.07	28.08	9.53	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	429	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cundinamarca	Ubate		Cundinamarca: Ubate: Laguna de Cucunuba	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	57.71	45.09	14.76	16.47	13.23	NA	190	18.1	66.46	NA	28.44	11.72	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	430	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Putumayo	Sibundoy		Putumayo: Sibundoy	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	56.77	45.29	13.47	15.74	13.1	NA	184	35.63	62	8.88	26.5	9.02	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	439	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cundinamarca	Bojaca		Cundinamarca: Bojaca	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	54.37	41.37	15.59	15.64	15.25	NA	188	12.26	76.72	22.57	28.91	10.36	NA	NA	377.5
	IAVH	Preserved specimen	ITM	CSJ	CSJ-a 1355	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Cordoba	Monitos		Cordoba: Monitos	NA	9.206	-76.1088	Anseriformes	Anatidae	Anas cyanoptera	NA	46.08	42.41	14.09	14.35	14.2	NA	194	45.19	65.76	19.14	26.19	10.84	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	440	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cundinamarca	Granada		Cundinamarca: Granada: Embalse del Muna	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	56.44	43.45	NA	17.21	16.06	NA	200	29.25	69.26	27.66	30.8	9.21	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	443	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Adult	Cundinamarca	Tenjo		Cundinamarca: Tenjo: Pantanos de Torca	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	56.58	42.62	14.72	15.53	12.37	NA	194	25.23	70.13	33.68	29.07	9.74	NA	NA	377.5
	IAVH	Preserved specimen	UNICAUCA	MHN-UC	AV-004386	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Cauca	Popayan		Cauca: Popayan	NA	2.455	-76.6169	Anseriformes	Anatidae	Anas cyanoptera	NA	48.75	41.97	13.4	16.22	13.46	NA	188	48.11	68.51	24.53	30.58	10.51	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	428	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Putumayo	Sibundoy		Putumayo: Sibundoy	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	56.72	43.97	14.98	16.89	13.66	NA	200	54.62	70.17	12.56	28.19	8.87	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	427	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Putumayo	Sibundoy		Putumayo: Sibundoy	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	57.48	42.57	15.23	17.56	16.11	NA	210	35.74	67.4	23.97	29.51	9.69	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	437	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cundinamarca	Bogota. D.C.		Cundinamarca: Bogota. D.C.: Sabana de Bogota	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	52.87	43.97	14.29	15.63	13.85	NA	200	61.29	71.46	26.13	27.05	9.1	NA	NA	377.5
	IAVH	Preserved specimen	ICN	ICN-MHN	438	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cundinamarca	Bojaca		Cundinamarca: Bojaca: Sabana de Bogota	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	NA	57.25	41.3	14.81	15.85	13.63	NA	198	64.99	76.14	18.77	31.13	7.14	NA	NA	377.5
	IAVH	Preserved specimen	U-Valle	CVA-UV	4900	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Valle del Cauca	Buga		"Valle del Cauca: Buga: Chambimbal, Laguna El Conchal"	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	372.2	52.24	39.8	14.22	16.6	13.42	NA	172	NA	70.98	18.25	29.56	10.14	NA	NA	377.5
	IAVH	Preserved specimen	U-Valle	CVA-UV	5051	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Valle del Cauca	Buga		"Valle del Cauca: Buga: Chambimbal, Laguna El Conchal"	NA	NA	NA	Anseriformes	Anatidae	Anas cyanoptera	378.3	55.39	41.69	14.51	15.96	12.65	NA	184	14.68	64.65	16.23	32.18	8.4	NA	NA	377.5
	IAVH	Preserved specimen	UDEA	MUA	MUA AVP 0011	"Alejandro Pinto, Diego Cueva"	Museum		2014	Female	Not registered	Antioquia	Santafe De Antioquia		Antioquia: Santafe De Antioquia	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	50.97	41.91	14.39	15.2	11.03	NA	NA	20.88	58.25	25.15	30.35	8.44	NA	NA	360
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-8297	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Cordoba	Lorica		"Cordoba: Lorica: Cgto. Cotoca Abajo, Cienaga de Bano"	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	52.8	NA	12	15.3	NA	NA	181	25.6	NA	NA	31.7	8.6	NA	NA	360
	IAVH	Preserved specimen	UNICAUCA	MHN-UC	AV-000061	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Cauca	Popayan		Cauca: Popayan	NA	2.455	-76.6169	Anseriformes	Anatidae	Anas discors	NA	45.8	38.09	12.14	13.8	11.77	NA	180	27.75	49.98	NA	27.33	8.81	NA	NA	360
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-32	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Onaca. Km 15 carretera Barranquilla-Cienaga	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	53.7	NA	12.5	15.3	NA	NA	187	26.9	58.2	17.9	33.6	10.5	NA	NA	360
	IAVH	Preserved specimen	U-Valle	CVA-UV	4714	"Alejandro Pinto, Diego Cueva"	Museum		2014	Female	Not registered	Valle del Cauca	Buga		Valle del Cauca: Buga: Chambimbal Laguna	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	45.58	38.87	14.1	14.86	14.26	NA	165	22.6	60.27	12.15	22	9.42	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	485	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Boyaca	Soata		Boyaca: Soata: Rio Chicamocha	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	46.95	38.54	14.08	14.98	15	NA	170	33.08	55.27	0	26.71	8.65	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	494	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Adult	Cundinamarca	Granada		Cundinamarca: Granada: Embalse del Muna	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	51.34	39.96	12.93	15.13	14.85	NA	172	19.03	59.46	0	27.85	11.36	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	521	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cundinamarca			Cundinamarca: Laguna de La Herrera	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	48.61	38.77	13.06	13.47	11.65	NA	183	14.78	64.93	0	26.22	9.65	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	477	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Boyaca	Aquitania		Boyaca: Aquitania: Lagunga de Tota	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	53.67	42.63	12.42	14.52	NA	NA	188	21.65	55.7	0	29.46	9.87	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	488	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cauca	Popayan		Cauca: Popayan	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	52.59	39.68	13.24	14.72	13.78	NA	178	24.98	56.56	0	27.15	10.56	NA	NA	360
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-6684	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Cauca	Guapi		Cauca: Guapi: Aeropuerto	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	46.22	39.27	13.24	NA	NA	NA	177.98	41.32	58.18	15.25	29.73	10.15	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	497	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cundinamarca	Granada		Cundinamarca: Granada: Sabana de Bogota	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	48.22	39.04	11.99	14.13	13.35	NA	178	28.88	63.64	0	26.38	8.45	NA	NA	360
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-210	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: En laguna a orilla Km 3 carretera Barranquilla-Cienaga	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	46.01	36.67	12.14	14.39	NA	NA	176.03	30.32	57.66	19.77	29.72	9.96	NA	NA	360
	IAVH	Preserved specimen	UNICAUCA	MHN-UC	AV-004387	"Alejandro Pinto, Diego Cueva"	Museum		2014	Not registered	Not registered	Cauca	Popayan		Cauca: Popayan	NA	2.455	-76.6169	Anseriformes	Anatidae	Anas discors	NA	42.74	37.68	12.48	14.41	12.44	NA	176	36.96	56.17	8.63	26.93	8.79	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	476	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Boyaca	Aquitania		Boyaca: Aquitania: Lagunga de Tota	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	50.11	39.85	13.35	15.99	14.54	NA	185	20.64	56.65	0	29.41	8.67	NA	NA	360
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-206	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Onaca. Km 15 carretera Barranquilla-Cienaga	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	49.7	41	12.1	15.9	NA	NA	185	43.7	61.8	14.6	NA	11	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	483	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cauca	Guapi		Cauca: Guapi	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	57.46	41.12	15.63	NA	12.51	NA	182	34.02	56.78	0	25.87	10.37	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	496	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cundinamarca	Bojaca		Cundinamarca: Bojaca: Sabana de Bogota	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	49.22	42.45	12.94	15.82	13.31	NA	188	13.18	60.73	0	30.08	10.19	NA	NA	360
	IAVH	Preserved specimen	UNICAUCA	MHN-UC	AV-000066	"Alejandro Pinto, Diego Cueva"	Museum		2014	Female	Not registered	Cauca	Santander De Quilichao		Cauca: Santander De Quilichao	NA	3.0239	-76.5003	Anseriformes	Anatidae	Anas discors	NA	44.11	39.8	13.57	12.96	10.48	NA	179	26.21	56.58	17.64	26.09	9.51	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	480	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Narino			Narino: Lago El Cumbal	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	47.7	40.19	12.54	13.71	12.95	NA	178	38.72	57.41	0	26.28	9.74	NA	NA	360
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-2169	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Antioquia	La Estrella		Antioquia: La Estrella: Seminario San Pablo	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	52.82	40.46	13.81	14.77	NA	NA	164.27	44.91	62.23	3.95	30.15	10.38	NA	NA	360
	IAVH	Preserved specimen	ICN	ICN-MHN	481	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Narino			Narino: Lago El Cumbal	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	48.47	39.35	12.17	14.02	13.66	NA	190	22.51	61.27	0	28.72	7.58	NA	NA	360
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-28	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Km 9 carretera Barranquilla-Cienaga. Los Cocos	NA	NA	NA	Anseriformes	Anatidae	Anas discors	NA	54.7	NA	12.8	15.7	NA	NA	193	43.5	68.6	9.2	31.7	9.1	NA	NA	360
